id,cost,card_name,craft_id
120421020,2,Coral Shark,4
121421010,2,Forestclaw Sentinel,4
122411010,2,Blazing Dragonewt,4
122411020,2,Debonair Dragoon,4
122441020,2,Celestial Dragoon,4
123411010,2,Hermit of Disdain,4
123421010,2,Windswept Dragonewt,4
123421020,2,Tiniest Dragon,4
123441010,2,"Filene, Blizzardous Heart",4
124411020,2,Loyal Sea Serpent,4
124421010,2,Dragonfolk Stoker,4
124421020,2,Tropical Mermaid,4
717421010,2,Special Week,4
125411020,2,Dragonewt Martial Artist,4
125421030,2,Katakura Kojuro,4
125441030,2,"Masamune, One-Eyed Dragon",4
126411020,2,Dragonbane Blader,4
126431010,2,"Draconir, Knuckle Dragon",4
100414010,2,Dragon Oracle,4
705414010,2,Dragon Oracle,4
713414020,2,Dragon Oracle,4
101414010,2,Dragon Wings,4
101414040,2,Wild Hunt,4
101424010,2,Dragon Emissary,4
102424030,2,Dragonewt Fist,4
103434010,2,Breath of the Salamander,4
106414010,2,Dragon's Foresight,4
108424010,2,Waters of the Orca,4
111414010,2,Sneer of Disdain,4
111434010,2,Powerforge,4
708434010,2,Powerforge,4
113414010,2,Orca Run,4
117434010,2,Draconic Call,4
713434010,2,Draconic Call,4
118414010,2,Thunderous Roar,4
118424010,2,Draconic Counsel,4
713424010,2,Draconic Counsel,4
120414010,2,Beating of the Dragonwings,4
121414010,2,Touching Thoughts,4
121434010,2,Verdant Rebirth,4
122434010,2,Piercing Roar,4
125434010,2,Flame Lizard's Breath,4
126414010,2,Dragonewt's Might,4
101422010,2,Golden Dragon's Den,4
100511010,2,Spartoi Sergeant,5
100511020,2,Spectre,5
101511010,2,Skeleton Viper,5
101511020,2,Skullcradle Widow,5
101511060,2,Wight,5
101511110,2,Lesser Mummy,5
101521020,2,Deadly Widow,5
102511010,2,Dark Conjurer,5
103511030,2,Ghosthound Sexton,5
103521030,2,Lurching Corpse,5
103531030,2,Shadow Reaper,5
104531020,2,Little Soulsquasher,5
105511010,2,Demon Eater,5
105511030,2,Skeleton Ogre,5
105521010,2,Usher of Styx,5
106511030,2,Belenus,5
106531020,2,Andrealphus,5
107511010,2,Gloomy Necromancer,5
107511030,2,Bone Bug,5
108511010,2,Orator of the Bones,5
108531030,2,Lord Deathskull,5
109511020,2,"Sarunan, Cursebound Lover",5
109521020,2,"Lady Grey, Deathweaver",5
109531020,2,"Danua, Grim Puppetmaster",5
109541010,2,"Ferry, Spirit Maiden",5
110511030,2,Servant of Silence,5
111511010,2,Buffalo Bones,5
111521010,2,Wight Knight,5
111531010,2,"Nicola, Forbidden Strength",5
112511010,2,Ghostwriter,5
112511020,2,Ghoul,5
112521010,2,Deadly Dreamer,5
113511030,2,Greater Lesser Mummy,5
113521020,2,Irongear Corpsman,5
113531020,2,"Sora, Arcane Fist",5
114511030,2,Revenant Ram,5
114541020,2,Thoth,5
114541030,2,Legendary Skeleton,5
115511020,2,Bone Crane,5
115521010,2,Yuki-Onna,5
115531030,2,Grudge Knight,5
116521020,2,Triscythe Reaper,5
116531010,2,Jackshovel Gravedigger,5
116541010,2,"Gremory, Death Teller",5
117521020,2,Ghostly Maid,5
117531020,2,Bonenanza Necromancer,5
118511030,2,Skeleton Dreamer,5
118541010,2,Gold Rush Ghost,5
119511030,2,Winged Zombie,5
119511040,2,Psychopomp Tour Guide,5
716511010,2,"Amy, Psychopomp Guide",5
119541010,2,"Niyon, Mystic Musician",5
120511010,2,Bubbly Reaper,5
120521010,2,Forlorn Necromancer,5
120521020,2,Noble Phantom,5
120541020,2,"Kagero, Swordbound Soul",5
121511020,2,Soul Commander,5
121521010,2,Spitebound Cursebinder,5
121541010,2,"Nicola, Enduring Steward",5
122511020,2,Haunted Swordsman,5
122511030,2,Skull Bandit,5
122521020,2,Solemn Gravekeeper,5
122531010,2,Dog of the Dead,5
122541030,2,Cernunnos,5
718541010,2,Cernunnos,5
123531010,2,Deathcat Reaper,5
124511030,2,Headless Warfiend,5
124541030,2,Sin Hunter,5
125511020,2,Beguiling Specter,5
125541020,2,"Cerberus, Infernal Hound",5
126511020,2,Bonebreaker Bladesman,5
126531010,2,"Baccherus, Peppy Ghostie",5
100514010,2,Undying Resentment,5
705514010,2,Undying Resentment,5
713514010,2,Undying Resentment,5
101514020,2,Highway to Hell,5
101524020,2,Ethereal Form,5
102524030,2,Rise of the Dead,5
104514010,2,Zombie Party,5
105534010,2,Poisoned Apple of Rebirth,5
106524010,2,Troth's Curse,5
108514010,2,Regenerate Spirit,5
111514010,2,Manifest Malice,5
708514010,2,Manifest Malice,5
116514010,2,Ghastly Assault,5
117514010,2,Savoring Slash,5
117534010,2,Forced Resurrection,5
120514010,2,Soul Surprise,5
120534010,2,Wicked Rebirth,5
121514010,2,Inherited Balance,5
124524010,2,Astral Projection,5
717524010,2,Astral Projection,5
125514010,2,Lifespan Calculation,5
125524010,2,Corral Souls,5
126514010,2,Necrocarnival,5
717514020,2,Necrocarnival,5
104522010,2,Grave Desecration,5
105522010,2,Siren's Tears,5
106512010,2,Gloaming Tombs,5
109512010,2,Golden Casket ,5
117523010,2,Coffin of the Unknown Soul,5
118533010,2,Death of the Party,5
100611010,2,Nightmare,6
100611020,2,Sweetfang Vampire,6
101611010,2,Lilith,6
101611020,2,Venomous Cobra,6
101611030,2,Rain Devil,6
101611050,2,Blood Wolf,6
101621020,2,Mormo,6
101621070,2,Dark Summoner,6
102611010,2,Demonic Hedonist,6
102611040,2,Serpent Charmer,6
102631030,2,"Vania, Vampire Princess",6
103611030,2,"Yurius, Levin Duke",6
104611020,2,Spiderweb Imp,6
104621020,2,Baphomet,6
104631030,2,"Galretto, Devil of Love",6
105611030,2,Tove,6
105621020,2,Boy Who Cried Wolf,6
106611030,2,Scorpius,6
106621030,2,Demonic Ram,6
107611010,2,Glassbrand Demon,6
107611030,2,Cursed Scarecrow,6
108621020,2,Silverchain Disciple,6
108631020,2,"Raven, Eventide Vampire",6
109611010,2,Bewitching Succubus,6
109621010,2,Alexandrite Demon,6
109641010,2,"Vira, Knight Fanatic ",6
110611020,2,Bloodthirsty Hamster,6
110611030,2,Servant of Lust,6
111611040,2,Devil Raider,6
111631010,2,"Vuella, One-Winged Demon",6
111631020,2,Lykos Berserker,6
112611010,2,"Liberté, Werewolf Pup",6
112621010,2,Hellblaze Demon,6
112631020,2,"Doublame, Duke and Dame",6
112641020,2,"Mono, Garnet Rebel",6
711641010,2,"Mono, Garnet Rebel",6
113611010,2,Gearsnake Tamer,6
113611030,2,Swarming Wraith,6
113621010,2,"Nightmare, Dreameater",6
114611010,2,Leraje,6
114611030,2,Corrupted Bat,6
115611010,2,Rookie Succubus,6
115611020,2,Antelope Pelt Warrior,6
115621020,2,Boar Pelt Warrior,6
115631020,2,"Io, Enchanting Educator",6
116611010,2,Vampiric Bloodbinder,6
116621020,2,Hellspear Warrior,6
117611010,2,Moonrise Werewolf,6
117621020,2,Whiplash Imp,6
117631020,2,Contemptuous Demon,6
118611010,2,Scrappy Werewolf,6
118621010,2,Craps Devil,6
118631010,2,Showdown Demon,6
119611030,2,Wicked Wolf,6
119621020,2,"Skull, Freedom Raider",6
120621010,2,Jeweled Axe Devil,6
120631010,2,"Liberté, Unchained Wolf",6
120641020,2,"Aluzard, Timeworn Vampire",6
120641030,2,"Lieselotte, Lady Scarlet",6
121611010,2,Bloodstained Pixie,6
121621010,2,Harvest Imp,6
715621010,2,Harvest Imp,6
121641010,2,"Mono, Immortal Garnet",6
122611020,2,Demonic Soldier,6
123611010,2,Hermit of Lust,6
123631010,2,Kali,6
124611020,2,Silvernail Blaster,6
124641010,2,"Itsurugi, Eager Admirer",6
125611010,2,Devious Spiderweb Imp,6
125621010,2,Dancing Mini Soul Devil,6
125641020,2,"Vania, Crimson Majesty",6
126611020,2,Ferocious Harpy,6
126621010,2,Trombone Devil,6
126631020,2,Demon Maestro,6
126641020,2,"Tevali, Demonic Cat",6
100614010,2,Blood Pact,6
713614010,2,Blood Pact,6
100614020,2,Razory Claw,6
705614020,2,Razory Claw,6
101614010,2,Limil's Way,6
101614020,2,Summon Bloodkin,6
108614010,2,Summon Bloodkin,6
102614050,2,Vampiric Kiss,6
102624040,2,Medusa's Gaze,6
103624010,2,Hungering Horde,6
106624010,2,Snarling Chains,6
702624010,2,Snarling Chains,6
110624010,2,Wings of Lust,6
113614010,2,Entrancing Blow,6
709614010,2,Entrancing Blow,6
114614010,2,Deal with the Devil,6
116624010,2,Wicked Pact,6
116634010,2,Garnet Waltz,6
117614010,2,Dark Summons,6
120624010,2,Demonic Assault,6
121624010,2,Midnight Gossip,6
122634010,2,Dark Contract,6
123614010,2,Corrupt Conveyance,6
715614010,2,Corrupt Conveyance,6
123624010,2,Crimson Virtue,6
124624010,2,Full Moon Leap,6
717624010,2,Full Moon Leap,6
102632020,2,Vampiric Fortress,6
104623010,2,Mask of the Black Death,6
115613010,2,Berserker's Pelt,6
125633010,2,Vampire Queen's Castle,6
100711010,2,Snake Priestess,7
101711010,2,Rabbit Healer,7
101711020,2,Ardent Nun,7
101711090,2,Mainyu,7
101721060,2,Protectoress,7
102711010,2,Heavenly Hound,7
103711050,2,Frog Cleric,7
103721030,2,Luxwing Reno,7
104711030,2,Mist Shaman,7
104721030,2,Holy Bowman Kel,7
105731020,2,"Naoise, Red Branch Knight",7
105741010,2,Princess Snow White,7
106711030,2,Star Bishop,7
106731010,2,Andromeda,7
107711010,2,Sister of the Sword,7
108711020,2,Deathscythe Nun,7
108731010,2,Jeweled Priestess,7
109711020,2,"Hazen, Priest of the Wind",7
109731010,2,Holy Priest Lorena,7
110711010,2,Sister Falconer,7
110721010,2,Unicorn Knight,7
110721020,2,Disciple of Repose,7
111711030,2,Malevolent Al-mi'raj,7
111721020,2,"Colette, Holy Gunner",7
112711030,2,White Hart,7
112721010,2,"Marcotte, Heretical Sister",7
112721020,2,Robofalcon,7
113711030,2,Fervid Heavenly Hound,7
113721010,2,Robowing Precant,7
113731020,2,"Laelia, Saint of Peace",7
113741020,2,"Elana, Purest Prayer",7
714741010,2,"Elana, Purest Prayer",7
114711030,2,Saintly Squeaks,7
114721020,2,Featherfolk Punisher,7
115711010,2,Winged Staff Priestess,7
116711010,2,Sol Sister,7
116731010,2,Sweetwing Seraph,7
116731020,2,Robowhip Reverend,7
117711020,2,Stalwart Featherfolk,7
117711030,2,Prismaplume Bird,7
118731020,2,Paladin of Clemency,7
119711010,2,Belfry Sister,7
119741010,2,"Anre, the Enlightened One",7
120731010,2,"Pyne, Twisted Justice",7
121711020,2,Khonsu,7
122711010,2,Shining Sister,7
122721020,2,Yurlung,7
122731020,2,"Carmia, Miracle Optimist",7
123711010,2,Hermit of Repose,7
123711020,2,Temple Healer,7
123721030,2,Adherent of Despair,7
123741010,2,"Wilbert, Luminous Paladin",7
124711030,2,Twinblade Featherfolk,7
124721010,2,Winged Gatekeeper,7
124741020,2,Nekhbet,7
125711020,2,Masked Abbess,7
125721010,2,"Teena, Sacred Sister",7
125731010,2,Ascended Prism Priestess,7
126711030,2,Holy Armored Cheetah,7
126721010,2,Sapphire Priestess,7
126731010,2,"Wingy, Chirpy Gemstone",7
717731020,2,"Wingy, Chirpy Gemstone",7
126741010,2,Diamond Master,7
100714010,2,Hallowed Dogma,7
705714010,2,Hallowed Dogma,7
100714020,2,Blackened Scripture,7
713714010,2,Blackened Scripture,7
713714020,2,Blackened Scripture,7
101734020,2,Love's Gospel,7
102714040,2,Monastic Holy Water,7
108714010,2,Holy Lion Crystal,7
115714010,2,Holy Counterattack,7
116714010,2,Blind Justice,7
118724010,2,Pure Metamorphosis,7
120724010,2,Gods' Loving Smite,7
122714010,2,Indomitable Prayer,7
715714010,2,Indomitable Prayer,7
100713010,2,Beastly Vow,7
101713030,2,Heretical Inquiry,7
101722010,2,Guardian Sun,7
101723010,2,Noble Fangs,7
101733020,2,Holy Sentinel,7
101733040,2,Devourer of Heavens,7
102713010,2,Godsteel Wings,7
102723010,2,Beastcall Aria,7
105713010,2,Temple of the Inquisition,7
105732010,2,Alice's Adventure,7
106713010,2,Red-Hot Boots,7
107713010,2,Gemstone Carapace,7
107723010,2,Godscale's Banquet,7
108713010,2,Moriae Encomium,7
108722010,2,Temple of the Holy Lion,7
110713010,2,Realm of Repose,7
113713010,2,Pinion Lake,7
116723010,2,Pilgrims' Path,7
121733010,2,Muskfruit,7
122723010,2,Heavenly Help,7
123723010,2,"Zeno, Paradoxical Shield",7
124733010,2,Chamber of Cleansing,7
125733010,2,Crusader's Rallying Cry,7
717733010,2,Crusader's Rallying Cry,7
100811020,2,Puppeteer,8
100811060,2,Mechanized Servant,8
100811070,2,Magisteel Lion,8
100821010,2,Magisteel Puppet,8
107811020,2,Bear Puppeteer,8
107811090,2,Hamelin,8
107811100,2,Mech Wing Swordsman,8
107811130,2,Demon's Epitaph,8
107821010,2,"Rosa, Mech Wing Maiden",8
107821020,2,Flower Doll,8
107821030,2,Icarus,8
107821070,2,"Machine Artisan, Geno",8
108811010,2,Knower of History,8
108821010,2,"Miriam, Synthetic Being",8
109811020,2,Ancient War Machine,8
109831010,2,Paracelsus,8
109841020,2,"Lococo, Little Puppeteer",8
110811010,2,Hydro Alchemist,8
110821020,2,Disciple of Destruction,8
110831020,2,Rukina of the Resistance,8
111821010,2,Marionette Lad,8
112811010,2,"Mia, Angelic Doll",8
112811030,2,Prototype Warrior,8
112831010,2,"Shin, Lawful Light",8
113811010,2,Cat Gunner,8
113821010,2,"Licht, the Gearturner",8
113831030,2,"Vier, Doll Slayer",8
114811020,2,Doll Meister,8
114811030,2,Drill Hedgehog,8
114831020,2,"Mugnier, Purifying Light",8
115811030,2,Begoggled Mole,8
115831010,2,Phantom Blade Wielder,8
115831030,2,"Ameth, Dream Emissary",8
116811010,2,Android Artisan,8
116841010,2,"Ralmia, Sonic Racer",8
714841010,2,"Ralmia, Sonic Racer",8
117811010,2,Marionette Expert,8
117821010,2,Cat Tuner,8
117831020,2,"Lazuli, Gateway Homunculus",8
118821020,2,Railmender Coyote,8
118841010,2,"Illganeau, Horror Astray",8
119811010,2,Mechanized Soldier,8
119821010,2,"Catherine, Nightsmoke",8
119821020,2,"Spinnah, Spin Artist",8
119831010,2,"Lunalu, Fangirl A",8
119841020,2,"Feower, Double Blade Flash",8
120811010,2,Energy Supplier,8
120821020,2,Gizmo Enthusiast,8
715821010,2,Hao,8
121821010,2,Threadsnipper Puppet,8
121821020,2,Enforcer,8
121841010,2,"Maisha, Purgation's Vessel",8
121841030,2,"Yuwan, Dimensional Avenger",8
122821010,2,False Puppeteer,8
122821020,2,Ironwing Explorer,8
122821030,2,Multiarmed Artifact,8
122831020,2,"Kololu, Guide to Freedom",8
123811020,2,Doll Lady,8
123821010,2,Dwarf Engineer,8
123821030,2,Adherent of Melody,8
123831010,2,Inauspicious Puppeteer,8
123841010,2,"Ralmia, Astrowing",8
124811010,2,Karakuri Servant,8
124811020,2,Mobile Researcher,8
124821020,2,Gunslinger Automaton,8
125811010,2,Blossoming Flower Doll,8
125821010,2,"Rosa, Unfettered Maiden",8
125821020,2,"Cassim, the Courageous",8
125831010,2,"Tylle, Dimension Observer",8
100814010,2,Dimension Cut,8
705814010,2,Dimension Cut,8
108814010,2,Rocket Knuckles,8
110814010,2,Windup,8
114834010,2,Artifact Call,8
709834020,2,Artifact Call,8
114844010,2,Awakened Ragna,8
118824010,2,Scavenge,8
121814010,2,Unnamed Determination,8
122834010,2,Artifact Impulse,8
123814010,2,Inner Discovery,8
717814010,2,Inner Discovery,8
126814010,2,"Puppets, Assemble!",8
126832010,2,Arc,8
100011030,3,Mercenary Drifter,0
100031010,3,Harnessed Flame,0
100031020,3,Harnessed Glass,0
101011030,3,Shield Angel,0
101011040,3,Healing Angel,0
101021020,3,Lizardman,0
103011030,3,Goblin Mage,0
103011050,3,Angel of the Word,0
103021040,3,Gourmet Emperor Khaiza,0
104011020,3,Axe Fighter,0
104031020,3,"Grimnir, War Cyclone",0
105011020,3,Angelic Knight,0
105031010,3,Rapunzel,0
106011010,3,Nyx,0
106021020,3,Purehearted Singer,0
107011010,3,Dungeon Explorer Chloe,0
107011020,3,Burly Axewielder,0
107021020,3,Goblinmount Ogre,0
107031020,3,Goblin Emperor,0
107041020,3,Badb Catha,0
108011010,3,Valkyrie of Chaos,0
109011020,3,Lowain of the Brofamily,0
109031020,3,"Khaiza, Radical Gourmand",0
111011010,3,Barkeep,0
112021020,3,"Jafnhar, Warring Flame",0
112031020,3,"Grimnir, Warring Tempest",0
113031020,3,"Hamsa, Hallowed Fowl",0
114011010,3,Alchemical Confectioner,0
115031020,3,Princess Knight,0
116011010,3,Plucky Treasure Hunter,0
116021010,3,Romantic Chanteuse,0
116041010,3,"Gabriel, Heavenly Voice",0
118021010,3,Vagabond Lizard,0
118031020,3,Goblin Queen,0
119011010,3,Fluffy Angel,0
119031030,3,Combustion Demon,0
715031010,3,Combustion Demon,0
120021020,3,Dogged Detective,0
121021010,3,Wild Merman,0
124011010,3,Torchbearing Guide,0
125021020,3,Archangel of the Word,0
125031020,3,"Feena, Super Cute Hunter",0
125041030,3,"Badb Catha, Trine Goddess",0
126021020,3,Dungeon Pathfinder,0
126041010,3,Uranus,0
101014020,3,Cloud Chorus,0
101024020,3,Angelic Barrage,0
102024010,3,Surefire Bullet,0
107014010,3,Pitfall,0
108044010,3,Moon and Sun,0
110024010,3,Craving's Splendor,0
114034010,3,Gourmet Emperor's Kitchen,0
116024010,3,Goblin Warpack,0
118014010,3,Spice Shower,0
122044010,3,Advent of Peace,0
124024010,3,Angel's Blessing,0
717024010,3,Angel's Blessing,0
126014010,3,Skewering Snare,0
104013010,3,Test of Strength,0
104022010,3,Frozen Mammoth,0
106013010,3,Night's Way,0
115032010,3,Colosseum on High,0
100111060,3,Dark Elf Faure,1
101111050,3,Archer,1
101111060,3,Fen Sprite,1
101121010,3,Waltzing Fairy,1
101121030,3,Tam Lin,1
101121040,3,Carnivorous Flower,1
101141020,3,Ancient Elf,1
701141010,3,Ancient Elf,1
102111030,3,Elf Healer,1
103111040,3,Forest Spirit,1
104111030,3,Cybele,1
104111040,3,Beetle Warrior,1
105111030,3,Kindly Treant,1
105131010,3,"Magical Fairy, Lilac",1
106111020,3,Starry Elf,1
106131020,3,Demon Child Zain,1
107111010,3,Adept Archer,1
107121010,3,Crimsonbow Elf,1
108111030,3,Grasshopper Conductor,1
108121020,3,Owl Man,1
109111030,3,Myconid,1
109131010,3,"Shamu & Shama, Noblekin",1
110141030,3,"Liza, Queen of the Forest",1
711141010,3,"Liza, Queen of the Forest",1
111111020,3,Insane Dark Elf,1
112111020,3,Forest Hermit,1
112131020,3,"Milolo, Li'l Mountain Lass",1
113111030,3,Mechaclaw Elf,1
113121020,3,"Meliai, Wing Shredder",1
113141020,3,"Tista, Wings of Mercy",1
114131010,3,"Irene, Harvest Defender",1
114141010,3,"Amataz, Fairy Blader",1
115111030,3,Mallet Monkey,1
115121020,3,Assault Jaguar,1
116141030,3,Elf Queen of Abundant Life,1
117141010,3,"XII. Wolfraud, Hanged Man",1
716141020,3,"XII. Wolfraud, Hanged Man",1
117141030,3,"Aerin, Forever Brilliant",1
118111010,3,Lookout Elf,1
119141030,3,"Alberta, the Autumnblade",1
120111010,3,Dwarf of the Blooms,1
120111040,3,Fairy Slugger,1
120131010,3,"Nelcha, Fashion Hazard",1
121111020,3,Sköll Lookout,1
121131010,3,Feyfolk Sage,1
121131020,3,Racoon Enchanter,1
122121020,3,Breezy Elf,1
123111030,3,Horned Beastie,1
123141030,3,"Izudia, Unkilling Annihilation",1
124111010,3,Fairylight Guide,1
124111030,3,Windswept Lancer,1
124131010,3,Spirit of the Spring,1
717131010,3,Spirit of the Spring,1
124141010,3,"Hozumi, Enchanting Hostess",1
717141010,3,"Hozumi, Enchanting Hostess",1
125111030,3,Hornet Whisperer,1
125121020,3,Brightplume Owl Man,1
125131020,3,"Tam Lin, Fey Knight",1
101114060,3,Elemental Lance,1
102124020,3,Elven Archery,1
103124010,3,Swords to Woodlands,1
103134010,3,Selwyn's Command,1
104114010,3,Ivy Spellbomb,1
107124010,3,Instincts Unleashed,1
113114010,3,Harvest Season,1
709114020,3,Harvest Season,1
113144010,3,Miracle of Love,1
117134010,3,Life Banquet,1
118114010,3,Hornet Strike,1
124134010,3,Illusions of Comfort,1
717134010,3,Illusions of Comfort,1
125114010,3,Forest Remedies,1
101112010,3,Pixie Paradise,1
104123010,3,Man-Eating Mangrove,1
105112010,3,Woodland Band,1
111113010,3,Ward of Unkilling,1
112122010,3,Arboreal Core,1
709122010,3,Arboreal Core,1
100211030,3,Ascetic Knight,2
101211060,3,Fencer,2
101211090,3,Novice Trooper,2
101211100,3,Snippy Gardener,2
101221050,3,Navy Lieutenant,2
101221070,3,Pompous Princess,2
101231030,3,Gemstaff Commander,2
102211010,3,Swift Infiltrator,2
102221020,3,Ruthless Assassin,2
102231010,3,White Paladin,2
103211030,3,Blitz Lancer,2
103211060,3,Thief,2
104231020,3,Captain Lecia,2
105211030,3,Rabbit Ear Attendant,2
105221010,3,Young Ogrehunter Momo,2
105221020,3,Old Man and Old Woman,2
105241010,3,Cinderella,2
106211010,3,Flail Knight,2
106221020,3,Princess Juliet,2
106221030,3,Lord General Romeo,2
106241010,3,"Mars, Silent Flame General",2
107211020,3,Merchantette,2
107231010,3,Lancer of the Tempest,2
108211020,3,Master Samurai,2
108221010,3,"Nonja, Silent Maid",2
108221030,3,"Valse, Magical Marksman",2
109211010,3,"Tanya, Shadow Enforcer",2
109221010,3,"Charlotta, Tiny Justice",2
110211020,3,Weathered Vanguard,2
110221020,3,High-Seas Hero,2
110221030,3,Disciple of Usurpation,2
110241010,3,"Octrice, Omen of Usurpation",2
111211010,3,Wardog,2
111221020,3,"Ilmisuna, Arms Dealer",2
111241020,3,Aether of the Warrior Wing,2
112211030,3,Phantom Assassin,2
112231020,3,"Troya, Thunder of Hagelberg",2
113211030,3,Veteran Vagabond Frog,2
113231010,3,Autoblade Patroller,2
114211010,3,Adept Thief,2
114241030,3,Tsubaki of the Demon Blade,2
714241010,3,Tsubaki of the Demon Blade,2
115211030,3,Fox Lancer,2
115241020,3,"Pecorine, Peckish Princess",2
116211020,3,Nightclad Assassin,2
116221010,3,"Gelt, Resolute Knight",2
116231010,3,Lady of the Lance,2
117221010,3,Empress of Serenity,2
117241010,3,"VII. Oluon, The Chariot",2
118211010,3,Frontline Instructor,2
118221010,3,Outlaw Gunner,2
119211020,3,Sword-Swinging Bandit,2
119231030,3,Armed Butler,2
120241020,3,"Sera, Maiden of the Dawn",2
121221010,3,Valhorean Dealer,2
715221020,3,Yoh Asakura,2
121241020,3,"Leod, Moonlit Executioner",2
121241030,3,"Erika, Loyal Swordsavant",2
122221020,3,Dandy Fencer,2
122241020,3,Golden Warrior,2
123211010,3,Hermit of Usurpation,2
123241010,3,"Kagemitsu, Lost Samurai",2
123241020,3,"Octrice, Hollow Usurpation",2
124221010,3,Masterful Musician,2
717221010,3,Masterful Musician,2
124241030,3,"Mars, Belligerent Flame",2
125221020,3,Radiant Luminous Mage,2
126241020,3,Opulent Strategist,2
100214020,3,Forge Weaponry,2
713214020,3,Forge Weaponry,2
101214030,3,Giant Slayer,2
103214020,3,Art of the Ninja,2
105214010,3,Kiss of the Princess,2
107214010,3,Assassination Jutsu,2
115234010,3,Courtly Dance,2
116214010,3,Wee Merchant's Appraisal,2
116234010,3,Stroke of Conviction,2
118214010,3,Bandit Raid,2
118234010,3,Graceful Maneuver,2
120214010,3,Scrupulous Preparation,2
715214010,3,Scrupulous Preparation,2
122244010,3,Monochrome Endgame,2
102232020,3,Rogue's Creed,2
103233010,3,Castle in the Sky,2
104222010,3,Luminous Standard,2
112222010,3,Glorious Core,2
709222010,3,Glorious Core,2
101311040,3,Runic Guardian,3
101311050,3,Gauntleted Healer,3
101321020,3,Spectral Wizard,3
102311050,3,Witchette Emmylou,3
103321040,3,"Clarke, Arcane Scholar",3
104311020,3,Dazzling Healer,3
104311030,3,Mage of Nightfall,3
105321030,3,Mysterian Grimoire,3
105341020,3,Abomination Awakened,3
106321020,3,Magic Gun Hunter,3
106321030,3,"Karl, Pious Instructor",3
106331010,3,Europa,3
107311010,3,Mysterian Summoner Vayle,3
108321010,3,"Elusa, Magic Wunderkind",3
109321020,3,"Clarisse, Unpolished Mage",3
110321010,3,Disciple of Truth,3
110331030,3,"Grea, Mysterian Dragoness",3
111311030,3,"Tico, Mysterian Spellnerd",3
111331010,3,"Eleanor, Cosmic Flower",3
111341010,3,Slumbering Calamity,3
112331010,3,Magitech Golem,3
112341010,3,"Magisa, Ruinfist Witch",3
113321010,3,"Emmylou, Smilemancer",3
114311020,3,Passionate Potioneer,3
114321010,3,Pyromancer,3
114341020,3,Wish Wielder,3
115331010,3,"Kyoka, Prize Pupil",3
711331010,3,"Kyoka, Prize Pupil",3
116331010,3,Stormelementalist,3
116331020,3,Formbender,3
117311020,3,Arcane Auteur,3
118311030,3,Crystal Fencer,3
118331010,3,Magical Gunslinger,3
119311010,3,Academic Archmage,3
119341010,3,"Fif, Prodigious Sorcerer",3
120331010,3,"Grea, Scorching Fury",3
120331020,3,Pyrotechnic Witch,3
120341010,3,"Anne, Mysterian Imperatrix",3
121311010,3,Panacea Alchemist,3
121321020,3,Covenant Mage,3
121341010,3,"Tetra, Serene Sapphire",3
121341030,3,"Isabelle, Intrepid Mage",3
122321010,3,Jubilance Witch,3
123321030,3,Adherent of Elimination,3
123331020,3,Acid Golem,3
717331010,3,Acid Golem,3
124321010,3,Orchestral Mage,3
124331020,3,"Bergent, Layered Sorceress",3
125341020,3,"Mysteria, Magic Originator",3
126311010,3,Magical Rook,3
126341020,3,"Meltina, Miracle Sorceress",3
100314050,3,Summon Snow,3
101324040,3,Sorcery Cache,3
101324050,3,Petrification,3
101334030,3,First Curse,3
102314010,3,Witchbolt,3
102324040,3,Summon Iceform,3
103314010,3,Rite of Exorcism,3
103334010,3,Secrets of Erasmus,3
106324010,3,Concentration,3
702324010,3,Concentration,3
108334010,3,Absolute Zeroblade,3
110314010,3,Astral Divination,3
110324020,3,Sleep Incantation,3
111324010,3,Veridic Discovery,3
113344010,3,Golem Squad,3
116314010,3,Mystic Absorption,3
121324010,3,Fruits of Wisdom,3
123314010,3,Meandering Bolt,3
715314020,3,Meandering Bolt,3
124314010,3,Magical Reserves,3
101312030,3,Elementary Alchemy,3
101322010,3,Price of Magic,3
105322010,3,Gingerbread House,3
112322010,3,Sagacious Core,3
709322010,3,Sagacious Core,3
709322020,3,Sagacious Core,3
100411050,3,Firstborn Dragon,4
101411030,3,"Aiela, Dragon Knight",4
101411040,3,Twin-Headed Dragon,4
101411100,3,Roc,4
101411120,3,Trinity Dragon,4
101421010,3,Dragonewt Princess,4
101421030,3,Sky Dragon Ethica,4
101421080,3,Imprisoned Dragon,4
101421090,3,Ace Dragoon,4
102411010,3,Ironscale Dragonfolk,4
103411040,3,Griffon Knight,4
103421020,3,"Eyfa, Wyvern Rider",4
104411020,3,Aqua Nereid,4
104411030,3,Dragoon Scyther,4
105421020,3,Master of Draconic Arts,4
105431010,3,Dramatic Dragonblader,4
105431020,3,Red Ragewyrm,4
106411030,3,Estrella Beast,4
106421020,3,Beowulf,4
106431020,3,Star Phoenix,4
106441010,3,Prime Dragon Keeper,4
107411010,3,Dragon Aficionado,4
108411030,3,Dragonclad Blademaster,4
108431010,3,Dragoncleaver Roy,4
109411030,3,Venomtail Salamander,4
109421010,3,"Aliza, Pugilist Princess",4
110411010,3,Serpent Drake,4
111411030,3,Righteous Dragoon,4
111421030,3,Dragonsoul Princess,4
111431020,3,Annerose,4
113411030,3,Splendorous Roc,4
113421020,3,Steelclaw Wyrm Bruiser,4
113431010,3,Wise Dragonewt Scholar,4
